,t,m
TMED4,-2.59975449644739,-3.89963174467109
ZNF488,2.59732180835136,3.89598271252704
C11orf1,-2.59577354333545,-3.89366031500317
ARSK,-2.59433174741055,-3.89149762111582
ESAM,-2.59407137388937,-3.89110706083405
PIGL,2.59333623347492,3.89000435021238
GLI1,-2.61618756431157,-3.92428134646735
ETF1,2.59112223523912,3.88668335285868
LGMN,-2.58975574271015,-3.88463361406523
YWHAH,2.58927837978644,3.88391756967966
PPP1R1B,2.58729620505462,3.88094430758193
MINDY1,-2.58400027902805,-3.87600041854208
TNFRSF1A,2.58325080127719,3.87487620191578
OS9,-2.58055059744244,-3.87082589616366
CKAP4,-2.57887867357727,-3.8683180103659
TAP2,2.57601455843117,3.86402183764675
ATG7,2.57485254204414,3.86227881306621
ACSL5,2.57308515617707,3.8596277342656
STC1,2.57065278063688,3.85597917095532
TSGA10,-2.57032530983922,-3.85548796475883
SYNPO,2.56988592550707,3.8548288882606
CAMKMT,-2.56614657931389,-3.84921986897084
INPP5F,2.56458407288205,3.84687610932307
CGN,-2.55902246020121,-3.83853369030182
OPRL1,-2.56343745500648,-3.84515618250972
MFSD10,2.56247483249178,3.84371224873767
MLXIP,-2.56238966733167,-3.8435845009975
PSMF1,-2.5601493604621,-3.84022404069315
ZMYND12,-2.55131282751764,-3.82696924127646
NPC2,-2.55503907535495,-3.83255861303243
SEMA4F,-2.55469066483319,-3.83203599724979
CXCL6,2.55240760490494,3.82861140735741
SLC14A1,-2.54800264507496,-3.82200396761244
MDK,2.54739509891424,3.82109264837136
CKB,2.54633617737487,3.8195042660623
TSC22D1,-2.54556321527531,-3.81834482291297
IDH1,-2.54543966388449,-3.81815949582673
KLC2,-2.54493764157197,-3.81740646235796
SAMD4B,2.54376122045415,3.81564183068122
PSME2,2.54335144033647,3.8150271605047
KSR1,2.54294495437204,3.81441743155806
PRELID3A,2.54268948209365,3.81403422314048
PTPRJ,-2.54200383642891,-3.81300575464337
TGIF1,2.54159104639396,3.81238656959094
RFX5,2.5395098521354,3.8092647782031
PLAT,2.53214458461177,3.79821687691765
SNRPA1,2.53830633093323,3.80745949639985
GGT7,-2.53776101176577,-3.80664151764865
CDH3,2.53718654594862,3.80577981892293
SCNN1G,2.53671793132503,3.80507689698754
CHMP7,2.53669846001841,3.80504769002761
IFITM3,2.53606855751325,3.80410283626987
LAPTM4A,-2.53360466555629,-3.80040699833444
TRIM5,-2.53061075019798,-3.79591612529697
EPCAM,-2.53038484583332,-3.79557726874998
IFT57,2.52991108896063,3.79486663344095
GAD1,-2.52891952398873,-3.79337928598309
SGF29,-2.52815303030336,-3.79222954545504
JAGN1,-2.52674955506798,-3.79012433260197
OCIAD2,2.52381741213865,3.78572611820798
EZR,-2.52207105570579,-3.78310658355869
ZNF184,2.52143533285952,3.78215299928928
NUP153,2.52104146633834,3.78156219950751
CLDN4,2.5179265250056,3.7768897875084
KMT2A,2.51497541573766,3.77246312360649
TXN,2.51454948668669,3.77182423003004
LRBA,-2.51245865525529,-3.76868798288293
CLDN10,-2.51147516669227,-3.76721275003841
DAP,-2.51096652779049,-3.76644979168573
MDH1B,-2.50899062940414,-3.76348594410621
HEATR1,2.50787099460899,3.76180649191349
SLC20A1,2.50685368442266,3.76028052663399
H2BC11,-2.50462496110272,-3.75693744165408
STEAP1,2.5038024776411,3.75570371646165
AUNIP,2.50102714961414,3.75154072442121
ARPC1B,2.50048555184919,3.75072832777379
NFKBIB,2.49979450474219,3.74969175711328
PXN,2.49968397429272,3.74952596143908
NPEPL1,-2.49921621174491,-3.74882431761737
ARPIN,-2.4986511596355,-3.74797673945325
BAHD1,2.49529516516476,3.74294274774714
DTX2,2.49467577780086,3.74201366670129
ADIRF,2.49291100693985,3.73936651040977
AFAP1L2,-2.4923940552133,-3.73859108281995
COL11A1,-2.49164451054175,-3.73746676581263
HOXA1,-2.49088787759774,-3.73633181639661
POLG,2.48956001679995,3.73434002519992
BAP1,2.48939960600536,3.73409940900804
SYTL1,-2.48723322863308,-3.73084984294962
ELF4,2.48357437104289,3.72536155656434
PTTG1IP,2.48352652110715,3.72528978166073
CXCL8,2.48333878763657,3.72500818145486
KNSTRN,2.48328302068093,3.72492453102139
C9orf72,-2.48301425654614,-3.72452138481921
NICN1,-2.48230613072992,-3.72345919609488
C10orf55,2.47967026579679,3.71950539869519
MAVS,-2.47951071848503,-3.71926607772755
LONRF2,2.47658356156674,3.71487534235011
PRAF2,-2.47378753452939,-3.71068130179408
IFIH1,2.47275117508409,3.70912676262614
SMIM26,-2.47143626105956,-3.70715439158934
ABCA3,-2.4707107820554,-3.7060661730831
UBE2E2,2.46943630983986,3.70415446475979
LRRC61,-2.467128208707,-3.7006923130605
RFXANK,-2.46546517648234,-3.69819776472351
PLK3,2.46219678404919,3.69329517607378
FCGRT,-2.46215153814612,-3.69322730721918
ZNF76,2.46186769189012,3.69280153783518
RIOK1,2.4614489181414,3.6921733772121
C4orf46,2.46122729783847,3.69184094675771
ATP6V1F,-2.46069043384723,-3.69103565077085
ENTPD6,2.46012377931941,3.69018566897912
H2AZ1,2.46008213953912,3.69012320930868
PLXNA1,2.45955869499989,3.68933804249983
KCTD21,-2.45935233537868,-3.68902850306802
PTRH1,2.45920841426311,3.68881262139467
PTK2,2.45849297697004,3.68773946545506
C2CD2,2.45786970347781,3.68680455521671
LOXL3,2.4577880936413,3.68668214046195
TSHZ1,-2.45762752635296,-3.68644128952944
MDP1,-2.45710030424115,-3.68565045636173
QPCTL,2.45629505018739,3.68444257528109
LHFPL2,2.45567760474128,3.68351640711192
MICAL3,2.45328666550626,3.67992999825939
PON3,2.44877340076488,3.67316010114732
PTPRS,2.4486235663779,3.67293534956685
PTGIS,-2.43352311888714,-3.65028467833071
GIT2,-2.44790333626003,-3.67185500439005
ORC6,2.44769356887718,3.67154035331577
YIPF1,-2.44614755153364,-3.66922132730046
KCNIP3,2.44575996653733,3.66863994980599
NSL1,-2.44481671438056,-3.66722507157084
SPIDR,2.44359565258369,3.66539347887553
TMEM230,-2.44356859994846,-3.66535289992269
VARS,2.4429546762251,3.66443201433765
CALM1,-2.44241269332595,-3.66361903998892
PLAC8,-2.44186902881589,-3.66280354322384
C8orf88,2.43851009868209,3.65776514802314
ABHD14B,-2.43817019692646,-3.65725529538969
DENND2D,-2.43626291564214,-3.65439437346321
DLK2,-2.43578391678614,-3.65367587517921
RWDD2A,-2.43256033767923,-3.64884050651884
DNAJC4,-2.43187688344654,-3.64781532516981
TMEM246,-2.43152604600327,-3.6472890690049
ARMC9,-2.43047682065497,-3.64571523098245
FAM76B,2.43001494631734,3.64502241947601
DSP,2.42964430816911,3.64446646225367
CDK16,-2.4259477091982,-3.6389215637973
INF2,2.4253645495464,3.6380468243196
PUS1,2.42391545210173,3.6358731781526
BMPR2,-2.42335354444364,-3.63503031666546
GTPBP1,2.42331231066064,3.63496846599096
MDGA1,2.40654717880727,3.60982076821091
TWF2,2.42305197202889,3.63457795804333
TPM4,2.42258509934759,3.63387764902139
PKP4,-2.42084982452815,-3.63127473679222
SCD5,-2.42080459365478,-3.63120689048217
VAPA,2.41882089344388,3.62823134016582
QPRT,2.41873894346323,3.62810841519484
DLGAP4,-2.41634486725584,-3.62451730088376
GBP4,2.41415380261453,3.6212307039218
SLC39A11,-2.41379148526506,-3.62068722789759
BMP5,2.41357382059471,3.62036073089206
PAIP2B,-2.41355890096513,-3.6203383514477
DLX4,-2.41221614810472,-3.61832422215708
KCNN4,2.41204500139713,3.61806750209569
ARHGAP1,-2.41202276421915,-3.61803414632872
TSPYL5,-2.41152492564487,-3.61728738846731
CHMP2A,-2.41142719388257,-3.61714079082386
ASB8,-2.41139368236279,-3.61709052354419
NCEH1,-2.41097210120441,-3.61645815180662
PLK4,2.41094265843995,3.61641398765993
UCK2,2.41083446808097,3.61625170212145
C1RL,-2.40972347395185,-3.61458521092777
SPATA20,-2.40841592577205,-3.61262388865807
CAPN2,2.40675547321215,3.61013320981822
NOL12,2.40625841556633,3.6093876233495
MFSD1,-2.40497429433355,-3.60746144150032
SEC11C,-2.40137499439,-3.602062491585
IFIT3,2.40068942095124,3.60103413142686
TTC37,-2.3992603904868,-3.5988905857302
RIF1,2.39904218533559,3.59856327800339
DDIAS,2.39863888842272,3.59795833263408
IQCD,2.39623779633552,3.59435669450328
ERI1,2.39580166745621,3.59370250118431
TOP1MT,2.39269947951774,3.58904921927661
OSBPL6,2.39120168045538,3.58680252068307
CCDC40,-2.39106615409898,-3.58659923114847
SLC52A1,-2.37187399575887,-3.5578109936383
ZMIZ2,2.39070799130352,3.58606198695528
CASZ1,2.38976674955865,3.58465012433798
NDUFA7,-2.38877933646253,-3.58316900469379
TSEN2,2.38723193430108,3.58084790145162
LCN2,-2.36366152242131,-3.54549228363196
TMEM35A,2.36207797731476,3.54311696597214
PPP1CB,-2.37798622600175,-3.56697933900262
UTP14A,2.3771448570243,3.56571728553645
CDIP1,-2.37513631412053,-3.56270447118079
PELI1,2.37497521253758,3.56246281880637
NOM1,2.37494352043971,3.56241528065957
FAM227B,-2.37452834079883,-3.56179251119824
ZNF284,-2.37444564740238,-3.56166847110357
FBXO2,-2.37369138922794,-3.56053708384191
TRAPPC9,-2.37304663324621,-3.55956994986932
IL1R1,2.37183269330539,3.55774903995809
SCRN2,-2.37146979977083,-3.55720469965624
RRP9,2.37043790659885,3.55565685989828
LAPTM5,2.34633260122623,3.51949890183934
TRAFD1,-2.3657237391934,-3.5485856087901
IRF5,-2.36502782673877,-3.54754174010816
PDGFC,2.36492663388841,3.54738995083261
SOX12,-2.36434052380455,-3.54651078570682
COPRS,2.36392712903294,3.54589069354941
GPN3,2.36349924931167,3.5452488739675
CBX6,-2.36348112520605,-3.54522168780908
MID2,-2.36249454755579,-3.54374182133368
LRP4,2.36248756930644,3.54373135395966
SNX19,-2.3600302800144,-3.5400454200216
ANGPTL4,2.3579892419708,3.5369838629562
CNFN,-2.35778454304105,-3.53667681456158
PPARGC1B,2.35561600101723,3.53342400152584
CCDC77,2.34858462564233,3.5228769384635
IQCE,2.34857349307288,3.52286023960932
FIGN,2.34656674559568,3.51985011839352
LRRC29,-2.34624934412292,-3.51937401618438
MED12,-2.34563525579031,-3.51845288368547
IRF1,2.34560415786966,3.51840623680449
FAM171A1,2.34483192660535,3.51724788990802
MALSU1,2.34448082339771,3.51672123509656
ZNF215,2.34401754283972,3.51602631425958
SEC22A,-2.34360295610098,-3.51540443415147
ALAD,-2.34282541674399,-3.51423812511598
FLNB,-2.34243969823655,-3.51365954735483
OSBP2,-2.34227419032098,-3.51341128548147
RBMS1,2.34129514630554,3.51194271945831
GNPNAT1,2.33871401080252,3.50807101620378
SNX17,-2.33844243538506,-3.50766365307759
EPHB2,-2.33836995314305,-3.50755492971457
HMGB1,2.33801427082451,3.50702140623677
C11orf71,-2.33764097515437,-3.50646146273156
CERKL,2.31339493706738,3.47009240560107
TPP1,-2.33610739456927,-3.5041610918539
INAFM2,2.33604129521777,3.50406194282666
MTMR14,2.33424106992766,3.50136160489149
PCDHA12,-2.33398039296173,-3.5009705894426
CHTF8,2.33356986156168,3.50035479234252
AMOTL1,2.33258931762043,3.49888397643064
PDLIM2,2.3322597170881,3.49838957563215
U2AF1,2.33142483817388,3.49713725726082
RIMKLB,2.32939364190333,3.494090462855
DGKZ,2.32885577514041,3.49328366271062
NEBL,-2.32807768507702,-3.49211652761553
RGS3,2.32802692393851,3.49204038590777
EPHB6,-2.30257142567543,-3.45385713851315
BRD9,2.32554605218661,3.48831907827991
MT1A,-2.3247101366264,-3.4870652049396
PDLIM4,2.32056853260044,3.48085279890066
PARP14,2.32046074782521,3.48069112173781
THOC1,2.31992155546083,3.47988233319125
ENTPD5,-2.31821377397214,-3.47732066095821
NUDCD1,2.31563644697129,3.47345467045693
ELMOD2,-2.31522977841194,-3.47284466761791
MSN,2.31245397820823,3.46868096731234
NEMP1,2.31181259640222,3.46771889460333
TNFAIP2,2.31142231758118,3.46713347637177
DUSP3,-2.31096026104554,-3.46644039156831
COA6,2.31050781843858,3.46576172765787
ZNF695,2.30947765952278,3.46421648928417
CCNG1,2.30872198966685,3.46308298450028
SGK1,2.30869025984075,3.46303538976113
EXOC6,-2.30827689886875,-3.46241534830313
POLR3E,2.30796614329006,3.46194921493509
MOSPD1,-2.30523238473456,-3.45784857710184
LMF1,-2.30518629235229,-3.45777943852843
TMEM80,-2.30478890031192,-3.45718335046788
PCOLCE2,2.30338037325552,3.45507055988328
NTMT1,2.30258113101456,3.45387169652184
PPIH,2.30255165687832,3.45382748531748
ACOX1,-2.30252290337521,-3.45378435506281
USP48,2.3020331080467,3.45304966207005
MAN2B2,-2.30199942680861,-3.45299914021292
C6orf226,-2.3019795713453,-3.45296935701795
PACSIN2,2.30132594890976,3.45198892336464
RFC3,2.2996152196034,3.4494228294051
MARCH2,-2.29957876690326,-3.44936815035489
TGFB3,-2.29499488186578,-3.44249232279867
SERPINI1,-2.29259190614023,-3.43888785921034
S100A13,2.29136385831097,3.43704578746646
HAP1,-2.29051712155849,-3.43577568233773
NMT2,2.28970173986672,3.43455260980008
TAPBPL,2.2885813814326,3.4328720721489
PIAS1,-2.28450168911199,-3.42675253366798
CLTB,-2.282618860903,-3.4239282913545
PSMB10,2.28204797336798,3.42307196005197
ARSA,2.28183728900483,3.42275593350725
TRNP1,-2.28156259162074,-3.42234388743111
SCLT1,2.28152874355321,3.42229311532981
RYBP,2.28103066442607,3.42154599663911
ABCA13,-2.25214960423748,-3.37822440635622
TRAF3IP2,-2.2793498216252,-3.4190247324378
REV3L,-2.27864376372132,-3.41796564558198
HAUS3,2.27752262579318,3.41628393868977
ZEB1,2.27687073690113,3.4153061053517
WDR74,2.27517005662726,3.41275508494089
ARID5B,-2.27461237673904,-3.41191856510856
CDC25C,2.27427005294129,3.41140507941194
MFSD12,2.2726928431244,3.4090392646866
DHRS12,-2.27095920958343,-3.40643881437515
NBDY,-2.27032403959013,-3.40548605938519
CHEK2,2.2701877778319,3.40528166674785
KRBA2,-2.26735959357367,-3.40103939036051
GSS,-2.26619254588244,-3.39928881882366
NHP2,2.26591368153444,3.39887052230166
CEP76,2.26556976756358,3.39835465134537
RNF128,2.26532459929012,3.39798689893518
ACTR3B,2.26507400615508,3.39761100923262
NLN,2.26376515428395,3.39564773142592
SERPINB1,-2.26351175377866,-3.39526763066799
CTPS2,-2.26283039606637,-3.39424559409956
HDAC7,2.2607369852833,3.39110547792495
RCC1L,-2.26020459504143,-3.39030689256214
ETFA,-2.25957392266517,-3.38936088399775
SH3PXD2B,-2.25746746037732,-3.38620119056598
ZNF532,-2.25651841687753,-3.3847776253163
SPATA13,-2.25638132212481,-3.38457198318722
HMGA1,2.25440189156028,3.38160283734042
RASD2,2.25394015245804,3.38091022868706
MORC2,-2.2535372565035,-3.38030588475525
GBP3,2.25210987015668,3.37816480523502
ARHGEF3,-2.25058054886647,-3.3758708232997
ARL14,-2.25004414898025,-3.37506622347037
GGCX,-2.24960076188619,-3.37440114282929
ETV1,-2.24771071813521,-3.37156607720282
PRORP,-2.24725433313866,-3.37088149970799
ELMO2,-2.24653113058688,-3.36979669588032
UGCG,2.24633625430897,3.36950438146346
SNUPN,2.24585191604358,3.36877787406537
SHC1,2.24523125071014,3.36784687606521
CDKL1,-2.21378655845904,-3.32067983768856
TNC,2.24362089371886,3.36543134057829
TIRAP,-2.24260193886888,-3.36390290830332
DHFR2,-2.24042545701247,-3.36063818551871
SV2A,2.19630841881214,3.29446262821821
PTPRF,2.23858357793103,3.35787536689655
DYNLRB1,-2.23856342081292,-3.35784513121938
SCAMP2,-2.23820262122286,-3.35730393183429
IL4R,2.23759175508284,3.35638763262426
TNK1,-2.23719065020954,-3.35578597531431
ATAD3B,2.23573856317752,3.35360784476628
UBR1,-2.23489675458993,-3.3523451318849
GCC1,2.23370566102386,3.35055849153579
LZTFL1,2.23325100313772,3.34987650470658
ABHD11,2.23316286271863,3.34974429407794
CDV3,-2.23298943401467,-3.34948415102201
TRIM8,2.23274707701431,3.34912061552147
ASB9,-2.23270853965324,-3.34906280947986
EPAS1,-2.2327067416834,-3.3490601125251
PARD6A,-2.23204768096823,-3.34807152145234
CSGALNACT1,-2.2319739124829,-3.34796086872435
NUAK2,2.23179639578475,3.34769459367712
CCDC84,-2.23157463395855,-3.34736195093782
DGKA,-2.22933544535229,-3.34400316802844
SMIM10,-2.2271762926755,-3.34076443901325
MT1F,-2.2269876082677,-3.34048141240155
JADE1,2.22537648017681,3.33806472026522
USP40,-2.22414485294784,-3.33621727942176
GNG11,2.22209992037857,3.33314988056785
DNAAF3,-2.22188334757864,-3.33282502136796
USP1,2.22140667870661,3.33211001805992
CASTOR1,2.22103715475868,3.33155573213802
FAM229B,-2.21885941063052,-3.32828911594578
ZNF589,2.2184226375962,3.3276339563943
ADCK5,2.21780895678907,3.3267134351836
KMO,-2.21768472087131,-3.32652708130697
PRICKLE1,2.21464011387116,3.32196017080674
EML6,-2.21402584922325,-3.32103877383488
PHLDA2,2.21319928584239,3.31979892876359
RIPK2,2.21186244940922,3.31779367411383
ASCC3,-2.21074963418975,-3.31612445128463
DSTN,-2.20941389187907,-3.3141208378186
AK2,2.20919759136805,3.31379638705208
HAUS6,2.20897925803881,3.31346888705822
INPP5A,-2.20781241145161,-3.31171861717741
UFL1,-2.20438268946426,-3.30657403419639
ELOVL6,-2.1711669817302,-3.2567504725953
SLC25A23,-2.20418474234426,-3.30627711351639
DZIP3,-2.2040145105943,-3.30602176589145
SLC36A1,2.20319004409168,3.30478506613752
VRK1,2.20309002772735,3.30463504159103
TOMM7,-2.20302230419396,-3.30453345629094
ICAM1,2.20218114901942,3.30327172352913
VCL,2.20190909021346,3.30286363532019
IFFO2,2.20145439381505,3.30218159072257
TRIM16L,2.2012649307196,3.3018973960794
SPRY2,2.20077989141272,3.30116983711908
FBXO32,-2.19997788200231,-3.29996682300346
DEK,2.19956282397505,3.29934423596258
SLC33A1,-2.19784419201702,-3.29676628802553
ACTRT3,2.19687344278355,3.29531016417532
HMGB2,2.19600329136193,3.29400493704289
KDSR,2.19493879320918,3.29240818981377
ARSJ,-2.19435346454136,-3.29153019681204
BIRC7,2.19261202661071,3.28891803991606
AURKB,2.19099672317475,3.28649508476212
RASA2,2.19012504366541,3.28518756549812
DKK1,-2.18840172184002,-3.28260258276003
POLR3D,2.18726052910312,3.28089079365468
LRIG1,2.186489897897,3.2797348468455
RTN4,-2.18600170190437,-3.27900255285655
WDR47,2.18577809704521,3.27866714556782
MARCH8,-2.1849994643007,-3.27749919645105
NECAB1,2.18476951584877,3.27715427377316
PIGP,-2.18310289150379,-3.27465433725569
CPEB4,-2.18166853927839,-3.27250280891759
DNAJB2,-2.18021800742495,-3.27032701113743
GHDC,-2.1794811392487,-3.26922170887305
IPO5,2.1786265698209,3.26793985473135
TTC8,-2.17801557284007,-3.2670233592601
NCOR1,2.17641032959175,3.26461549438763
ABCA1,-2.1752963235306,-3.2629444852959
FTO,-2.17385364358461,-3.26078046537691
PIGH,-2.17322666519676,-3.25983999779514
LTBP1,-2.17213371658325,-3.25820057487488
PFN2,-2.17047069116353,-3.25570603674529
FITM2,-2.17005588884215,-3.25508383326323
DDR1,2.1698682027821,3.25480230417315
GLRX,-2.16770220006931,-3.25155330010396
VPS8,-2.16742237668331,-3.25113356502496
VPS11,-2.1652395087997,-3.24785926319955
NUF2,2.16488719102473,3.24733078653709
TAF9B,-2.16409242031671,-3.24613863047507
ZKSCAN1,-2.16339476650588,-3.24509214975882
LBX2,-2.16313227609509,-3.24469841414263
WDR4,2.16294808375337,3.24442212563005
TBX2,-2.10791649987699,-3.16187474981548
NUDT15,2.16269857815025,3.24404786722538
LRIG3,2.16230854110948,3.24346281166422
NIPAL3,-2.16069058590511,-3.24103587885766
C10orf90,-2.15823224106241,-3.23734836159361
CTDSPL,2.15783855157152,3.23675782735728
RGN,-2.15664939171619,-3.23497408757428
TBCD,2.15497222637288,3.23245833955932
C12orf76,-2.15410219165419,-3.23115328748128
RGS2,-2.15311447708864,-3.22967171563296
SLC44A2,-2.15277676125582,-3.22916514188373
HLA-DMA,2.15227338123933,3.22841007185899
UEVLD,-2.15133411290583,-3.22700116935874
PLEKHG5,2.15065698082033,3.2259854712305
BIN1,2.14918984468872,3.22378476703308
MAP9,-2.14706059827376,-3.22059089741064
NDEL1,2.14678017251731,3.22017025877596
PSEN2,-2.14676896123026,-3.22015344184539
ABLIM3,-2.14653405508371,-3.21980108262556
RNF141,-2.14608516390003,-3.21912774585004
IFT43,-2.14604513031546,-3.21906769547319
DCLRE1B,2.14562378510532,3.21843567765798
DECR2,-2.14488478657393,-3.21732717986089
TWSG1,2.14375418146732,3.21563127220098
ASIC1,2.14295562451177,3.21443343676766
MUC3A,-2.14285386676743,-3.21428080015114
WDR25,-2.14264376375944,-3.21396564563916
DUS3L,2.14147668792135,3.21221503188203
PPP3CA,-2.14136945931543,-3.21205418897315
ACSF2,-2.14101068512334,-3.21151602768501
SPDL1,2.14069872353179,3.21104808529769
TRMT61A,2.13924229411454,3.20886344117181
IFT27,-2.1387955091499,-3.20819326372485
PACS1,-2.13790714294015,-3.20686071441023
TANC2,-2.13670982443521,-3.20506473665282
C10orf143,-2.13507838499328,-3.20261757748992
XYLT2,-2.13451769634718,-3.20177654452077
PGRMC2,-2.13296699291362,-3.19945048937043
PSD4,2.13257449610241,3.19886174415361
FAM228B,-2.1317629898339,-3.19764448475085
ZNF697,2.13035217974734,3.19552826962101
KIAA0930,2.12973086729521,3.19459630094282
ZBTB46,2.12816694308556,3.19225041462834
MSI2,-2.12722457672165,-3.19083686508247
PTBP3,-2.12604926057745,-3.18907389086618
NSD2,2.12603617804302,3.18905426706453
ULBP3,-2.12580831657664,-3.18871247486496
FAM92A,2.12545748631052,3.18818622946578
GGT1,-2.12488532441936,-3.18732798662904
EPHX2,-2.12472587461232,-3.18708881191848
SUCO,2.12403450209708,3.18605175314562
CYB5R2,-2.1237198207179,-3.18557973107685
LSM7,2.12352780066579,3.18529170099868
FDPS,2.12127217121335,3.18190825682002
