genesymbol	geneset
COMPLEX:S100B	P53_DN.V1_DN
COMPLEX:FBN1	RB_P107_DN.V1_UP
COMPLEX:FBN1	AKT_UP_MTOR_DN.V1_DN
COMPLEX:THPO	BRCA1_DN.V1_UP
COMPLEX:THPO	TGFB_UP.V1_UP
COMPLEX:B3GAT1	MEL18_DN.V1_DN
COMPLEX:B3GAT1	PTEN_DN.V1_UP
COMPLEX:VCAM1	PTEN_DN.V1_UP
COMPLEX:VCAM1	ATF2_UP.V1_DN
COMPLEX:VCAM1	ATF2_S_UP.V1_DN
COMPLEX:VCAM1	CYCLIN_D1_KE_.V1_DN
COMPLEX:NEU2	NOTCH_DN.V1_UP
COMPLEX:LILRB1	KRAS.LUNG_UP.V1_UP
COMPLEX:DDX6	KRAS.300_UP.V1_UP
COMPLEX:DDX6	PKCA_DN.V1_DN
COMPLEX:DDX6	KRAS.KIDNEY_UP.V1_UP
COMPLEX:DDX6	KRAS.600_UP.V1_UP
COMPLEX:DDX6	ATF2_S_UP.V1_UP
COMPLEX:DUSP3	TBK1.DF_UP
COMPLEX:DUSP3	TBK1.DN.48HRS_UP
COMPLEX:DUSP3	PRC2_EZH2_UP.V1_UP
COMPLEX:ESRRG	KRAS.KIDNEY_UP.V1_UP
COMPLEX:ESRRG	JAK2_DN.V1_UP
COMPLEX:MAPRE1	CSR_EARLY_UP.V1_UP
COMPLEX:MAPRE1	CSR_LATE_UP.V1_UP
COMPLEX:CFP	SNF5_DN.V1_UP
COMPLEX:ITPKA	ATM_DN.V1_DN
COMPLEX:ITPKA	KRAS.600_UP.V1_UP
COMPLEX:ITPKA	KRAS.600.LUNG.BREAST_UP.V1_UP
COMPLEX:ITPKA	RAPA_EARLY_UP.V1_UP
COMPLEX:ITPKA	CAHOY_NEURONAL
COMPLEX:ITPKA	KRAS.LUNG.BREAST_UP.V1_UP
COMPLEX:ANXA8	E2F1_UP.V1_DN
COMPLEX:ANXA8	SNF5_DN.V1_DN
COMPLEX:TK1	GCNP_SHH_UP_LATE.V1_UP
COMPLEX:TK1	RPS14_DN.V1_DN
COMPLEX:TK1	RB_P130_DN.V1_UP
COMPLEX:TK1	LTE2_UP.V1_UP
COMPLEX:TK1	E2F1_UP.V1_UP
COMPLEX:TK1	ATF2_UP.V1_UP
COMPLEX:TK1	ATF2_S_UP.V1_UP
COMPLEX:TK1	CORDENONSI_YAP_CONSERVED_SIGNATURE
COMPLEX:DECR1	LEF1_UP.V1_DN
COMPLEX:NCF4	MTOR_UP.V1_DN
COMPLEX:XPO1	GCNP_SHH_UP_EARLY.V1_UP
COMPLEX:XPO1	GCNP_SHH_UP_LATE.V1_UP
COMPLEX:BAIAP2	NOTCH_DN.V1_DN
COMPLEX:ACTN3	E2F1_UP.V1_UP
COMPLEX:ACTN3	ESC_J1_UP_LATE.V1_DN
COMPLEX:ACTN3	ESC_V6.5_UP_LATE.V1_DN
COMPLEX:EFCAB6	KRAS.600_UP.V1_UP
COMPLEX:EFCAB6	KRAS.300_UP.V1_UP
COMPLEX:EFCAB6	KRAS.AMP.LUNG_UP.V1_UP
COMPLEX:RAB9A	CYCLIN_D1_UP.V1_DN
COMPLEX:RAB9A	E2F1_UP.V1_DN
COMPLEX:GPD1	ESC_V6.5_UP_EARLY.V1_UP
COMPLEX:RUNX1T1	GCNP_SHH_UP_EARLY.V1_UP
COMPLEX:RUNX1T1	E2F1_UP.V1_DN
COMPLEX:RUNX1T1	PGF_UP.V1_UP
COMPLEX:TNNC1	ESC_V6.5_UP_LATE.V1_UP
COMPLEX:TNNC1	LEF1_UP.V1_DN
COMPLEX:TNNC1	GCNP_SHH_UP_LATE.V1_DN
COMPLEX:TNNC1	JNK_DN.V1_UP
COMPLEX:AMT	JAK2_DN.V1_DN
COMPLEX:AMT	CSR_EARLY_UP.V1_DN
COMPLEX:GALK1	P53_DN.V2_UP
COMPLEX:GALK1	JAK2_DN.V1_UP
COMPLEX:GALK1	PRC2_EED_UP.V1_DN
COMPLEX:GALK1	ALK_DN.V1_UP
COMPLEX:GALK1	SRC_UP.V1_UP
COMPLEX:GALK1	PRC1_BMI_UP.V1_DN
COMPLEX:GALK1	CYCLIN_D1_UP.V1_DN
COMPLEX:ARG1	AKT_UP.V1_UP
COMPLEX:ARG1	IL21_UP.V1_UP
COMPLEX:ARG1	KRAS.600.LUNG.BREAST_UP.V1_UP
COMPLEX:ARG1	KRAS.PROSTATE_UP.V1_DN
COMPLEX:ARG1	AKT_UP_MTOR_DN.V1_UP
COMPLEX:ARG1	GCNP_SHH_UP_LATE.V1_DN
COMPLEX:ARG1	STK33_NOMO_DN
COMPLEX:NTRK1	KRAS.600.LUNG.BREAST_UP.V1_UP
COMPLEX:NTRK1	ALK_DN.V1_UP
COMPLEX:BCAR1	MYC_UP.V1_DN
COMPLEX:BCAR1	CSR_EARLY_UP.V1_UP
COMPLEX:SERPINB5	P53_DN.V1_UP
COMPLEX:SERPINB5	MTOR_UP.V1_UP
COMPLEX:SERPINB5	PTEN_DN.V2_UP
COMPLEX:UBE2L6	BMI1_DN_MEL18_DN.V1_DN
COMPLEX:UBE2L6	MEK_UP.V1_DN
COMPLEX:UBE2L6	LTE2_UP.V1_DN
COMPLEX:UBE2L6	MEL18_DN.V1_DN
COMPLEX:UBE2L6	VEGF_A_UP.V1_UP
COMPLEX:UBE2L6	CSR_LATE_UP.V1_DN
COMPLEX:PAPSS1	SIRNA_EIF4GI_UP
COMPLEX:CRABP2	KRAS.LUNG.BREAST_UP.V1_DN
COMPLEX:CRABP2	TBK1.DF_UP
COMPLEX:CRABP2	KRAS.LUNG_UP.V1_DN
COMPLEX:CRABP2	KRAS.600.LUNG.BREAST_UP.V1_DN
COMPLEX:CRABP2	RB_P107_DN.V1_DN
COMPLEX:CRABP2	MEL18_DN.V1_DN
COMPLEX:CRABP2	GCNP_SHH_UP_EARLY.V1_DN
COMPLEX:CRABP2	KRAS.300_UP.V1_DN
COMPLEX:CRABP2	KRAS.600_UP.V1_DN
COMPLEX:CRABP2	LEF1_UP.V1_UP
COMPLEX:PIGR	KRAS.PROSTATE_UP.V1_UP
COMPLEX:ALDOC	AKT_UP.V1_UP
COMPLEX:ALDOC	ERBB2_UP.V1_UP
COMPLEX:ALDOC	KRAS.DF.V1_UP
COMPLEX:ALDOC	MTOR_UP.V1_UP
COMPLEX:ALDOC	AKT_UP_MTOR_DN.V1_UP
COMPLEX:ALDOC	HOXA9_DN.V1_DN
COMPLEX:DPP6	DCA_UP.V1_UP
COMPLEX:DHRS11	STK33_DN
COMPLEX:DHRS11	STK33_SKM_DN
COMPLEX:DHRS11	STK33_NOMO_DN
COMPLEX:CREG1	PDGF_ERK_DN.V1_UP
COMPLEX:ANXA2	CRX_DN.V1_DN
COMPLEX:ANXA2	ESC_V6.5_UP_EARLY.V1_DN
COMPLEX:FASN	PRC2_EED_UP.V1_DN
COMPLEX:CFTR	LEF1_UP.V1_DN
COMPLEX:CFTR	ALK_DN.V1_UP
COMPLEX:CFTR	SIRNA_EIF4GI_DN
COMPLEX:CFTR	CYCLIN_D1_KE_.V1_DN
COMPLEX:TP53BP1	TGFB_UP.V1_DN
COMPLEX:TP53BP1	EIF4E_DN
COMPLEX:TP53BP1	TBK1.DN.48HRS_UP
COMPLEX:CIB1	PRC2_SUZ12_UP.V1_DN
COMPLEX:CIB1	TBK1.DF_UP
COMPLEX:AR	JNK_DN.V1_DN
COMPLEX:HSPBP1	E2F1_UP.V1_UP
COMPLEX:HSPBP1	CAMP_UP.V1_UP
COMPLEX:HSD11B1	KRAS.300_UP.V1_UP
COMPLEX:HSD11B1	KRAS.600_UP.V1_UP
COMPLEX:HSD11B1	CAHOY_ASTROCYTIC
COMPLEX:HSD11B1	SIRNA_EIF4GI_DN
COMPLEX:HSD11B1	KRAS.LUNG_UP.V1_UP
COMPLEX:HSD11B1	STK33_NOMO_UP
COMPLEX:HSD11B1	KRAS.BREAST_UP.V1_UP
COMPLEX:HSD11B1	TBK1.DF_UP
COMPLEX:HSD11B1	KRAS.50_UP.V1_UP
COMPLEX:HSD11B1	KRAS.600.LUNG.BREAST_UP.V1_UP
COMPLEX:HSD11B1	KRAS.LUNG.BREAST_UP.V1_UP
COMPLEX:MMP13	P53_DN.V2_UP
COMPLEX:MMP13	KRAS.AMP.LUNG_UP.V1_DN
COMPLEX:MMP13	SNF5_DN.V1_DN
COMPLEX:MMP13	RB_DN.V1_DN
COMPLEX:GNAI1	TGFB_UP.V1_DN
COMPLEX:GNAI1	RAF_UP.V1_UP
COMPLEX:UBE2E2	CAMP_UP.V1_DN
COMPLEX:NR3C2	PRC2_EED_UP.V1_UP
COMPLEX:NR3C2	PTEN_DN.V1_DN
COMPLEX:NR3C2	PRC2_EZH2_UP.V1_UP
COMPLEX:HSD17B11	ERBB2_UP.V1_UP
COMPLEX:HSD17B11	MTOR_UP.N4.V1_DN
COMPLEX:HSD17B11	RAF_UP.V1_UP
COMPLEX:CRYZ	E2F1_UP.V1_UP
COMPLEX:CRYZ	KRAS.DF.V1_UP
COMPLEX:CRYZ	TBK1.DN.48HRS_DN
COMPLEX:CRYZ	PGF_UP.V1_UP
COMPLEX:CRYZ	VEGF_A_UP.V1_DN
COMPLEX:HGFAC	CYCLIN_D1_KE_.V1_UP
COMPLEX:HGFAC	KRAS.AMP.LUNG_UP.V1_UP
COMPLEX:HSD17B14	LTE2_UP.V1_UP
COMPLEX:HSD17B14	IL15_UP.V1_UP
COMPLEX:CD38	ESC_V6.5_UP_LATE.V1_DN
COMPLEX:CD38	GCNP_SHH_UP_EARLY.V1_DN
COMPLEX:CD38	RELA_DN.V1_UP
COMPLEX:OLR1	STK33_SKM_UP
COMPLEX:OLR1	RB_P130_DN.V1_DN
COMPLEX:OLR1	WNT_UP.V1_UP
COMPLEX:OLR1	HINATA_NFKB_IMMU_INF
COMPLEX:OLR1	LEF1_UP.V1_DN
COMPLEX:OLR1	STK33_UP
COMPLEX:OLR1	SNF5_DN.V1_DN
COMPLEX:OLR1	STK33_NOMO_UP
COMPLEX:SSB	ERBB2_UP.V1_DN
COMPLEX:ITGB2	KRAS.300_UP.V1_UP
COMPLEX:ITGB2	RPS14_DN.V1_UP
COMPLEX:ITGB2	KRAS.600_UP.V1_UP
COMPLEX:ITGB2	KRAS.PROSTATE_UP.V1_UP
COMPLEX:ITGB2	SNF5_DN.V1_UP
COMPLEX:ITGB2	PTEN_DN.V1_UP
COMPLEX:ITGB2	KRAS.50_UP.V1_UP
COMPLEX:ITGB2	JNK_DN.V1_DN
COMPLEX:ITGB2	CORDENONSI_YAP_CONSERVED_SIGNATURE
COMPLEX:S100A13	GCNP_SHH_UP_LATE.V1_DN
COMPLEX:STAT1	RB_P130_DN.V1_DN
COMPLEX:PLAUR	MEL18_DN.V1_UP
COMPLEX:PLAUR	BMI1_DN_MEL18_DN.V1_UP
COMPLEX:PLAUR	TBK1.DF_UP
COMPLEX:PLAUR	CSR_EARLY_UP.V1_UP
COMPLEX:PLAUR	KRAS.600.LUNG.BREAST_UP.V1_UP
COMPLEX:SFN	NFE2L2.V2
COMPLEX:SFN	ESC_J1_UP_LATE.V1_DN
COMPLEX:SFN	WNT_UP.V1_UP
COMPLEX:SFN	ESC_V6.5_UP_EARLY.V1_DN
COMPLEX:SFN	ESC_J1_UP_EARLY.V1_DN
COMPLEX:SFN	ESC_V6.5_UP_LATE.V1_DN
COMPLEX:PIM1	BMI1_DN_MEL18_DN.V1_UP
COMPLEX:PIM1	IL2_UP.V1_UP
COMPLEX:PIM1	E2F1_UP.V1_UP
COMPLEX:PIM1	IL21_UP.V1_UP
COMPLEX:PIM1	IL15_UP.V1_UP
COMPLEX:PIM1	ATF2_UP.V1_DN
COMPLEX:NOTCH1	LTE2_UP.V1_DN
COMPLEX:NOTCH1	GCNP_SHH_UP_EARLY.V1_DN
COMPLEX:DUSP15	CAHOY_OLIGODENDROCUTIC
COMPLEX:RAB21	TBK1.DF_UP
COMPLEX:ANGPT2	PGF_UP.V1_UP
COMPLEX:ANGPT2	ALK_DN.V1_UP
COMPLEX:ANGPT2	VEGF_A_UP.V1_DN
COMPLEX:FAP	ALK_DN.V1_UP
COMPLEX:FAP	MEL18_DN.V1_UP
COMPLEX:FAP	BMI1_DN_MEL18_DN.V1_UP
COMPLEX:FAP	ESC_V6.5_UP_EARLY.V1_DN
COMPLEX:FAP	BMI1_DN.V1_UP
COMPLEX:APAF1	ATF2_UP.V1_UP
COMPLEX:APAF1	ATF2_S_UP.V1_UP
COMPLEX:UHRF2	JNK_DN.V1_UP
COMPLEX:ARL5A	GCNP_SHH_UP_EARLY.V1_UP
COMPLEX:ARL5A	GCNP_SHH_UP_LATE.V1_UP
COMPLEX:ARL5A	CTIP_DN.V1_DN
COMPLEX:AK1	BMI1_DN_MEL18_DN.V1_DN
COMPLEX:AK1	MEL18_DN.V1_DN
COMPLEX:CADM3	AKT_UP_MTOR_DN.V1_DN
COMPLEX:TNFRSF10B	HOXA9_DN.V1_UP
COMPLEX:TNFRSF10B	TBK1.DF_UP
COMPLEX:AZGP1	P53_DN.V1_UP
COMPLEX:SULT4A1	ESC_J1_UP_LATE.V1_DN
COMPLEX:SULT4A1	ESC_V6.5_UP_LATE.V1_DN
COMPLEX:SULT4A1	SRC_UP.V1_UP
COMPLEX:PPIL2	ATM_DN.V1_DN
COMPLEX:PPIL2	SNF5_DN.V1_UP
COMPLEX:PPIL2	P53_DN.V2_DN
COMPLEX:PLEK	SNF5_DN.V1_UP
COMPLEX:PLEK	CAMP_UP.V1_DN
COMPLEX:PLEK	IL21_UP.V1_DN
COMPLEX:PLEK	IL2_UP.V1_DN
COMPLEX:DLD	TBK1.DN.48HRS_DN
COMPLEX:DEFA4	PTEN_DN.V1_DN
COMPLEX:DEFA4	STK33_SKM_DN
COMPLEX:DEFA4	JNK_DN.V1_UP
COMPLEX:DEFA5	BCAT.100_UP.V1_UP
COMPLEX:DEFA5	BCAT_GDS748_UP
COMPLEX:DEFA5	KRAS.LUNG_UP.V1_UP
COMPLEX:DEFA5	KRAS.600_UP.V1_UP
COMPLEX:DEFA5	PTEN_DN.V1_UP
COMPLEX:DEFA5	KRAS.AMP.LUNG_UP.V1_UP
COMPLEX:DEFA6	STK33_DN
COMPLEX:DEFA6	STK33_NOMO_DN
COMPLEX:CA4	ESC_V6.5_UP_EARLY.V1_UP
COMPLEX:CA4	ESC_V6.5_UP_LATE.V1_UP
COMPLEX:CA4	ESC_J1_UP_LATE.V1_UP
COMPLEX:CA4	CYCLIN_D1_UP.V1_UP
COMPLEX:CA4	CYCLIN_D1_KE_.V1_UP
COMPLEX:CA4	NOTCH_DN.V1_DN
COMPLEX:DIMT1	ESC_J1_UP_EARLY.V1_DN
COMPLEX:DIMT1	ESC_J1_UP_LATE.V1_DN
COMPLEX:DIMT1	ESC_V6.5_UP_LATE.V1_DN
COMPLEX:H2AFY	BCAT_BILD_ET_AL_DN
COMPLEX:NME3	TBK1.DF_UP
COMPLEX:NME3	ATF2_UP.V1_UP
COMPLEX:NME3	ESC_V6.5_UP_EARLY.V1_UP
COMPLEX:NME3	LEF1_UP.V1_DN
COMPLEX:NME3	EGFR_UP.V1_DN
COMPLEX:NME3	ESC_J1_UP_EARLY.V1_UP
COMPLEX:PTGR1	NFE2L2.V2
COMPLEX:B2M_CD1D	RB_P130_DN.V1_DN
COMPLEX:PRKG1	NOTCH_DN.V1_UP
COMPLEX:PRKG1	IL2_UP.V1_DN
COMPLEX:PRKG1	RELA_DN.V1_UP
COMPLEX:PRKG1	IL15_UP.V1_DN
COMPLEX:PRKG1	IL21_UP.V1_DN
COMPLEX:TOP2A	GCNP_SHH_UP_EARLY.V1_UP
COMPLEX:TOP2A	GCNP_SHH_UP_LATE.V1_UP
COMPLEX:TOP2A	E2F1_UP.V1_UP
COMPLEX:TOP2A	ATF2_S_UP.V1_UP
COMPLEX:TOP2A	CORDENONSI_YAP_CONSERVED_SIGNATURE
COMPLEX:ADARB1	ATF2_S_UP.V1_DN
COMPLEX:ADARB1	CYCLIN_D1_KE_.V1_DN
COMPLEX:ADARB1	E2F1_UP.V1_DN
COMPLEX:ADARB1	MTOR_UP.N4.V1_UP
COMPLEX:ADARB1	VEGF_A_UP.V1_UP
COMPLEX:ADARB1	ATM_DN.V1_UP
COMPLEX:DLD_PDHX	TBK1.DN.48HRS_DN
COMPLEX:DUSP10	AKT_UP.V1_UP
COMPLEX:DUSP10	BMI1_DN_MEL18_DN.V1_UP
COMPLEX:DUSP10	PDGF_UP.V1_DN
COMPLEX:DUSP10	AKT_UP_MTOR_DN.V1_UP
COMPLEX:FOXP2	STK33_SKM_DN
COMPLEX:UBE2W	KRAS.DF.V1_UP
COMPLEX:UBE2W	HOXA9_DN.V1_UP
COMPLEX:UBE2W	STK33_SKM_UP
COMPLEX:UBE2W	STK33_UP
COMPLEX:UBE2W	TBK1.DF_DN
COMPLEX:UBE2W	STK33_NOMO_UP
COMPLEX:BCAT1	NFE2L2.V2
COMPLEX:BCAT1	RPS14_DN.V1_DN
COMPLEX:BCAT1	P53_DN.V2_DN
COMPLEX:BCAT1	MTOR_UP.N4.V1_UP
COMPLEX:BCAT1	CAHOY_ASTROCYTIC
COMPLEX:BCAT1	HOXA9_DN.V1_DN
COMPLEX:MUC1	GCNP_SHH_UP_LATE.V1_UP
COMPLEX:MUC1	IL21_UP.V1_UP
COMPLEX:MUC1	ERBB2_UP.V1_UP
COMPLEX:GRK6	SNF5_DN.V1_UP
COMPLEX:B4GALT1	CRX_NRL_DN.V1_UP
COMPLEX:B4GALT1	NRL_DN.V1_UP
COMPLEX:B4GALT1	CRX_DN.V1_UP
COMPLEX:B4GALT1	BCAT_BILD_ET_AL_UP
COMPLEX:GHR	RAF_UP.V1_DN
COMPLEX:GHR	AKT_UP.V1_DN
COMPLEX:GHR	E2F1_UP.V1_DN
COMPLEX:QPCT	BCAT.100_UP.V1_UP
COMPLEX:QPCT	BCAT_GDS748_UP
COMPLEX:QPCT	RAF_UP.V1_UP
COMPLEX:QPCT	P53_DN.V1_DN
COMPLEX:BDH2	STK33_DN
COMPLEX:BDH2	LEF1_UP.V1_DN
COMPLEX:BDH2	STK33_NOMO_DN
COMPLEX:PTPRB	PRC2_EZH2_UP.V1_UP
COMPLEX:PDXK	MTOR_UP.N4.V1_UP
COMPLEX:ERCC4	BMI1_DN_MEL18_DN.V1_DN
COMPLEX:ERCC4	CYCLIN_D1_UP.V1_DN
COMPLEX:AK4	RAF_UP.V1_DN
COMPLEX:AK4	AKT_UP.V1_UP
COMPLEX:AK4	ATF2_UP.V1_DN
COMPLEX:AK4	ATF2_S_UP.V1_DN
COMPLEX:AK4	MTOR_UP.V1_UP
COMPLEX:AK4	PGF_UP.V1_DN
COMPLEX:AK4	AKT_UP_MTOR_DN.V1_UP
COMPLEX:INHBA	PDGF_ERK_DN.V1_UP
COMPLEX:INHBA	MEL18_DN.V1_UP
COMPLEX:INHBA	BMI1_DN_MEL18_DN.V1_UP
COMPLEX:INHBA	ESC_V6.5_UP_EARLY.V1_DN
COMPLEX:INHBA	KRAS.600_UP.V1_UP
COMPLEX:INHBA	PDGF_UP.V1_UP
COMPLEX:INHBA	ESC_V6.5_UP_LATE.V1_DN
COMPLEX:INHBA	KRAS.LUNG_UP.V1_UP
COMPLEX:INHBA	EGFR_UP.V1_UP
COMPLEX:INHBA	CYCLIN_D1_UP.V1_DN
COMPLEX:INHBA	KRAS.DF.V1_UP
COMPLEX:INHBA	CSR_EARLY_UP.V1_UP
COMPLEX:INHBA	KRAS.600.LUNG.BREAST_UP.V1_UP
COMPLEX:INHBA	BMI1_DN.V1_UP
COMPLEX:INHBA	KRAS.LUNG.BREAST_UP.V1_UP
COMPLEX:ARTN	RB_DN.V1_UP
COMPLEX:ARTN	MTOR_UP.V1_DN
COMPLEX:RHOQ	YAP1_UP
COMPLEX:RHOQ	P53_DN.V1_DN
COMPLEX:RHOQ	LTE2_UP.V1_UP
COMPLEX:RHOQ	EGFR_UP.V1_UP
COMPLEX:GRB14	LEF1_UP.V1_DN
COMPLEX:GRB14	PGF_UP.V1_UP
COMPLEX:GRB14	STK33_SKM_DN
COMPLEX:COMTD1	AKT_UP.V1_UP
COMPLEX:COMTD1	MTOR_UP.V1_UP
COMPLEX:ME1	NFE2L2.V2
COMPLEX:ME1	CAMP_UP.V1_DN
COMPLEX:ME1	CSR_LATE_UP.V1_DN
COMPLEX:PAPSS2	ERBB2_UP.V1_UP
COMPLEX:PAPSS2	LEF1_UP.V1_DN
COMPLEX:PAPSS2	CAHOY_ASTROCYTIC
COMPLEX:PAPSS2	SIRNA_EIF4GI_DN
COMPLEX:PAPSS2	JNK_DN.V1_UP
COMPLEX:PAPSS2	EGFR_UP.V1_UP
COMPLEX:PCBP2	RB_DN.V1_UP
COMPLEX:YWHAG	CSR_EARLY_UP.V1_UP
COMPLEX:ASAP3	MYC_UP.V1_DN
COMPLEX:TRMT61B	ERBB2_UP.V1_DN
COMPLEX:CHD1_HIST1H3D	LTE2_UP.V1_DN
COMPLEX:CHD1	LTE2_UP.V1_DN
COMPLEX:CHD1	ERBB2_UP.V1_DN
COMPLEX:SAT1	ERBB2_UP.V1_UP
COMPLEX:SAT1	GCNP_SHH_UP_LATE.V1_DN
COMPLEX:SAT1	EGFR_UP.V1_UP
COMPLEX:SAT1	VEGF_A_UP.V1_DN
COMPLEX:SAT1	PGF_UP.V1_UP
COMPLEX:SAT1	RAF_UP.V1_UP
COMPLEX:DDB1	E2F1_UP.V1_UP
COMPLEX:DDB1	GCNP_SHH_UP_EARLY.V1_DN
COMPLEX:JAK2	RAF_UP.V1_DN
COMPLEX:JAK2	ERBB2_UP.V1_DN
COMPLEX:JAK2	HOXA9_DN.V1_UP
COMPLEX:JAK2	MEK_UP.V1_DN
COMPLEX:JAK2	LTE2_UP.V1_DN
COMPLEX:JAK2	KRAS.DF.V1_UP
COMPLEX:GBP1	SNF5_DN.V1_UP
COMPLEX:GBP1	KRAS.600.LUNG.BREAST_UP.V1_DN
COMPLEX:GBP1	PKCA_DN.V1_DN
COMPLEX:GBP1	ESC_J1_UP_EARLY.V1_DN
COMPLEX:GBP1	KRAS.300_UP.V1_DN
COMPLEX:GBP1	KRAS.600_UP.V1_DN
COMPLEX:GBP1	EGFR_UP.V1_UP
COMPLEX:CCNB1	VEGF_A_UP.V1_DN
COMPLEX:TCN2	ESC_V6.5_UP_LATE.V1_UP
COMPLEX:TCN2	ESC_J1_UP_LATE.V1_UP
COMPLEX:SAT2	CAMP_UP.V1_UP
COMPLEX:SCML2	SIRNA_EIF4GI_DN
COMPLEX:SCML2	BMI1_DN_MEL18_DN.V1_UP
COMPLEX:AURKA	GCNP_SHH_UP_EARLY.V1_UP
COMPLEX:AURKA	GCNP_SHH_UP_LATE.V1_UP
COMPLEX:AURKA	RB_P130_DN.V1_UP
COMPLEX:RAB4A	LTE2_UP.V1_UP
COMPLEX:ADGRE2	MYC_UP.V1_UP
COMPLEX:ADGRE2	LEF1_UP.V1_UP
COMPLEX:ADGRE2	E2F3_UP.V1_DN
COMPLEX:ADGRE2	STK33_NOMO_UP
COMPLEX:CPA4	MEL18_DN.V1_UP
COMPLEX:CPA4	BMI1_DN.V1_UP
COMPLEX:CPA4	IL15_UP.V1_UP
COMPLEX:CPA4	PTEN_DN.V2_UP
COMPLEX:CPA4	BMI1_DN_MEL18_DN.V1_UP
COMPLEX:CPA4	IL21_UP.V1_UP
COMPLEX:HSP90AA1	CAMP_UP.V1_DN
COMPLEX:RGS16	STK33_DN
COMPLEX:RGS16	PRC1_BMI_UP.V1_UP
COMPLEX:RGS16	JNK_DN.V1_DN
COMPLEX:RGS16	IL15_UP.V1_UP
COMPLEX:RGS16	RB_P130_DN.V1_UP
COMPLEX:RGS16	STK33_SKM_DN
COMPLEX:RGS16	CYCLIN_D1_UP.V1_DN
COMPLEX:RGS16	IL2_UP.V1_UP
COMPLEX:RGS16	HOXA9_DN.V1_DN
COMPLEX:RGS16	EGFR_UP.V1_UP
COMPLEX:RGS16	SNF5_DN.V1_DN
COMPLEX:RGS16	PRC2_EZH2_UP.V1_UP
COMPLEX:RGS1	CAMP_UP.V1_DN
COMPLEX:RGS1	HOXA9_DN.V1_DN
COMPLEX:RGS1	STK33_SKM_UP
COMPLEX:RGS1	STK33_UP
COMPLEX:PAK4	GCNP_SHH_UP_LATE.V1_DN
COMPLEX:GMPR	DCA_UP.V1_DN
COMPLEX:AK5	DCA_UP.V1_UP
COMPLEX:AK5	KRAS.PROSTATE_UP.V1_DN
COMPLEX:AK5	CAMP_UP.V1_DN
COMPLEX:AK5	KRAS.KIDNEY_UP.V1_UP
COMPLEX:MAOA	MEK_UP.V1_UP
COMPLEX:MAOA	SINGH_KRAS_DEPENDENCY_SIGNATURE_
COMPLEX:MAOA	PDGF_ERK_DN.V1_UP
COMPLEX:MAOA	ERBB2_UP.V1_UP
COMPLEX:MAOA	TBK1.DF_DN
COMPLEX:MAOA	LEF1_UP.V1_UP
COMPLEX:MAOA	LTE2_UP.V1_UP
COMPLEX:MAOA	EGFR_UP.V1_UP
COMPLEX:ZADH2	ESC_V6.5_UP_EARLY.V1_DN
COMPLEX:RAC3	CTIP_DN.V1_DN
COMPLEX:RAC3	IL2_UP.V1_UP
COMPLEX:MCAT	JNK_DN.V1_DN
COMPLEX:MCAT	TBK1.DF_UP
COMPLEX:GSTT1	P53_DN.V1_UP
COMPLEX:GSTT1	PKCA_DN.V1_UP
COMPLEX:GSTT1	ATF2_UP.V1_DN
COMPLEX:RNGTT	TBK1.DF_UP
COMPLEX:UBE2D1	NFE2L2.V2
COMPLEX:AXL_GAS6	CORDENONSI_YAP_CONSERVED_SIGNATURE
COMPLEX:ACE	KRAS.KIDNEY_UP.V1_DN
COMPLEX:ACE	PRC1_BMI_UP.V1_UP
COMPLEX:ACE	PRC2_SUZ12_UP.V1_UP
COMPLEX:ACE	VEGF_A_UP.V1_DN
COMPLEX:ACE	KRAS.AMP.LUNG_UP.V1_DN
COMPLEX:FOXK2	CYCLIN_D1_KE_.V1_UP
COMPLEX:VEGFB	ESC_V6.5_UP_EARLY.V1_UP
COMPLEX:VEGFB	ESC_V6.5_UP_LATE.V1_UP
COMPLEX:VEGFB	ERBB2_UP.V1_UP
COMPLEX:VEGFB	RELA_DN.V1_UP
COMPLEX:VEGFB	HOXA9_DN.V1_DN
COMPLEX:VEGFB	RB_P107_DN.V1_UP
COMPLEX:RUVBL1	CAMP_UP.V1_UP
COMPLEX:ITPA	CAMP_UP.V1_DN
COMPLEX:SERPINA7	PRC1_BMI_UP.V1_DN
COMPLEX:SERPINA7	CYCLIN_D1_KE_.V1_DN
COMPLEX:TXNRD1	NFE2L2.V2
COMPLEX:NAGK	HOXA9_DN.V1_UP
COMPLEX:NAGK	WNT_UP.V1_DN
COMPLEX:GEM	CAMP_UP.V1_DN
COMPLEX:GEM	IL15_UP.V1_DN
COMPLEX:GEM	LTE2_UP.V1_DN
COMPLEX:FN1	HINATA_NFKB_MATRIX
COMPLEX:FN1	LEF1_UP.V1_UP
COMPLEX:CHKA	MEK_UP.V1_UP
COMPLEX:CHKA	P53_DN.V1_UP
COMPLEX:CHKA	MYC_UP.V1_UP
COMPLEX:CHKA	PDGF_UP.V1_UP
COMPLEX:CHKA	CYCLIN_D1_KE_.V1_UP
COMPLEX:MAP3K5	PTEN_DN.V1_UP
COMPLEX:MAP3K5	EIF4E_DN
COMPLEX:MAP3K5	P53_DN.V1_UP
COMPLEX:MAP3K5	RAF_UP.V1_UP
COMPLEX:MAP3K5	PTEN_DN.V2_DN
COMPLEX:MAP3K5	LTE2_UP.V1_UP
COMPLEX:MAP3K5	EGFR_UP.V1_UP
COMPLEX:RND1	JNK_DN.V1_DN
